Local Health Jurisdiction,Census Tract,Number of indicators,At least 25% of the residential parcels were built before 1978,Census tract is within 1.7 miles of a current or former lead emitting facility,"Census tract is within 1,000 feet of a state highway",Census tract is within the city of a known current or historic smelter,Census tract is within 1 km of an airport using leaded avgas,Census tract is within 1 km of a railroad,"Census tract is within 1,000 feet of a speedway",Census tract is served by a water district with at least one known leaded service line or fitting
Alameda,06001450750,2,No,Yes,Yes,No,No,No,No,No
Alameda,06001450751,3,No,Yes,Yes,No,Yes,No,No,No
Alameda,06001450752,3,No,Yes,Yes,No,Yes,No,No,No
Alameda,06001451102,2,Yes,No,Yes,No,No,No,No,No
Alameda,06001451103,3,No,Yes,Yes,No,No,Yes,No,No
Alameda,06001451104,4,No,Yes,Yes,No,No,Yes,Yes,No
Alameda,06001451201,4,Yes,Yes,Yes,No,No,Yes,No,No
Alameda,06001451202,4,Yes,Yes,Yes,No,Yes,No,No,No
Alameda,06001451300,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Alameda,06001451401,4,Yes,Yes,Yes,No,No,Yes,No,No
Alameda,06001451403,2,Yes,No,No,No,No,Yes,No,No
Alameda,06001451404,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451501,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451503,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451504,3,No,Yes,Yes,No,No,Yes,No,No
Alameda,06001451505,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451506,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451601,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451602,3,Yes,Yes,No,No,No,Yes,No,No
Alameda,06001451701,2,Yes,No,No,No,No,Yes,No,No
Alameda,06001451703,4,Yes,Yes,Yes,No,No,Yes,No,No
Alameda,06001451704,2,Yes,No,No,No,No,Yes,No,No
Alameda,06001981900,5,No,Yes,Yes,Yes,No,Yes,No,Yes
Alameda,06001982000,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Berkeley,06001982100,4,Yes,Yes,No,Yes,No,No,No,Yes
Alameda,06001983200,5,No,Yes,Yes,Yes,No,Yes,No,Yes
Alpine,06003010000,2,Yes,No,Yes,No,No,No,No,No
Amador,06005000101,2,Yes,No,Yes,No,No,No,No,No
Amador,06005000102,2,Yes,No,Yes,No,No,No,No,No
Amador,06005000201,2,Yes,No,Yes,No,No,No,No,No
Amador,06005000202,2,Yes,No,Yes,No,No,No,No,No
Amador,06005000301,4,Yes,Yes,Yes,No,No,Yes,No,No
Amador,06005000303,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Amador,06005000304,3,Yes,No,Yes,No,Yes,No,No,No
Amador,06005000401,4,Yes,No,Yes,No,Yes,No,No,Yes
Amador,06005000402,3,Yes,No,Yes,No,No,No,No,Yes
Amador,06005000500,3,Yes,No,Yes,No,No,No,No,Yes
Butte,06007000102,2,Yes,No,Yes,No,No,No,No,No
Butte,06007000103,0,No,No,No,No,No,No,No,No
Butte,06007000104,2,Yes,No,Yes,No,No,No,No,No
Butte,06007000201,2,Yes,No,Yes,No,No,No,No,No
Butte,06007000202,2,Yes,No,Yes,No,No,No,No,No
Butte,06007000300,2,Yes,No,Yes,No,No,No,No,No
Butte,06007000401,2,No,No,Yes,No,No,Yes,No,No
Butte,06007000403,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007000404,2,No,No,Yes,No,No,Yes,No,No
Butte,06007000501,3,No,No,Yes,No,Yes,Yes,No,No
Butte,06007000502,4,Yes,No,Yes,No,Yes,Yes,No,No
Butte,06007000601,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007000603,2,Yes,No,No,No,No,Yes,No,No
Butte,06007000604,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007000700,4,Yes,Yes,Yes,No,No,Yes,No,No
Butte,06007000800,2,Yes,No,Yes,No,No,No,No,No
Butte,06007000901,2,No,Yes,Yes,No,No,No,No,No
Butte,06007000903,2,No,Yes,Yes,No,No,No,No,No
Butte,06007000904,3,Yes,Yes,Yes,No,No,No,No,No
Butte,06007001000,4,Yes,Yes,Yes,No,No,Yes,No,No
Butte,06007001100,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Butte,06007001200,4,Yes,Yes,Yes,No,No,Yes,No,No
Butte,06007001300,5,Yes,Yes,Yes,No,No,Yes,Yes,No
Butte,06007001400,4,Yes,No,Yes,No,Yes,Yes,No,No
Butte,06007001500,5,Yes,Yes,Yes,No,No,Yes,Yes,No
Butte,06007001601,2,Yes,No,Yes,No,No,No,No,No
Butte,06007001602,2,No,No,Yes,No,Yes,No,No,No
Butte,06007001702,1,Yes,No,No,No,No,No,No,No
Butte,06007001703,1,Yes,No,No,No,No,No,No,No
Butte,06007001704,1,Yes,No,No,No,No,No,No,No
Butte,06007001800,1,Yes,No,No,No,No,No,No,No
Butte,06007001900,1,Yes,No,No,No,No,No,No,No
Butte,06007002000,2,Yes,No,Yes,No,No,No,No,No
Butte,06007002100,2,Yes,No,Yes,No,No,No,No,No
Butte,06007002200,4,Yes,No,Yes,No,Yes,Yes,No,No
Butte,06007002300,4,Yes,No,Yes,No,Yes,Yes,No,No
Butte,06007002401,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007002402,2,Yes,No,Yes,No,No,No,No,No
Butte,06007002500,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007002601,2,Yes,No,Yes,No,No,No,No,No
Butte,06007002602,2,Yes,No,Yes,No,No,No,No,No
Butte,06007002700,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007002800,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007002900,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003001,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003002,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003100,2,Yes,No,Yes,No,No,No,No,No
Butte,06007003200,2,Yes,No,No,No,No,Yes,No,No
Butte,06007003300,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003400,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003501,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003502,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003600,3,Yes,No,Yes,No,No,Yes,No,No
Butte,06007003700,5,Yes,No,Yes,No,Yes,Yes,Yes,No
Calaveras,06009000121,3,Yes,No,Yes,No,Yes,No,No,No
Calaveras,06009000122,2,Yes,No,Yes,No,No,No,No,No
Calaveras,06009000123,0,No,No,No,No,No,No,No,No
Calaveras,06009000124,1,No,No,Yes,No,No,No,No,No
Calaveras,06009000220,1,No,No,Yes,No,No,No,No,No
Calaveras,06009000221,1,No,No,Yes,No,No,No,No,No
Calaveras,06009000222,1,No,No,Yes,No,No,No,No,No
Calaveras,06009000301,2,Yes,No,Yes,No,No,No,No,No
Calaveras,06009000302,3,Yes,No,Yes,No,Yes,No,No,No
Calaveras,06009000400,2,Yes,No,Yes,No,No,No,No,No
Calaveras,06009000501,2,Yes,No,Yes,No,No,No,No,No
Calaveras,06009000504,2,Yes,No,Yes,No,No,No,No,No
Calaveras,06009000505,2,Yes,No,Yes,No,No,No,No,No
Calaveras,06009000506,2,Yes,No,Yes,No,No,No,No,No
Colusa,06011000100,3,Yes,No,Yes,No,No,Yes,No,No
Colusa,06011000200,4,Yes,Yes,Yes,No,Yes,No,No,No
Colusa,06011000301,3,Yes,No,Yes,No,No,Yes,No,No
Colusa,06011000302,3,Yes,No,Yes,No,No,Yes,No,No
Colusa,06011000400,3,Yes,No,Yes,No,No,Yes,No,No
Colusa,06011000500,3,Yes,Yes,Yes,No,No,No,No,No
Contra Costa,06013301000,2,Yes,Yes,No,No,No,No,No,No
Contra Costa,06013302005,3,No,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013302006,3,No,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013302007,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013302009,2,No,No,Yes,No,No,Yes,No,No
Contra Costa,06013302011,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013302012,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013302013,3,No,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013302014,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013303104,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013303105,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013303106,3,Yes,No,Yes,No,No,Yes,No,No
Contra Costa,06013303107,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013303202,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013303204,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013303206,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013303207,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013303208,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013303209,2,No,No,Yes,No,No,Yes,No,No
Contra Costa,06013303210,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013303211,2,No,No,Yes,No,No,Yes,No,No
Contra Costa,06013304001,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013304002,4,Yes,No,Yes,No,Yes,Yes,No,No
Contra Costa,06013304003,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013304004,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013304006,1,No,No,No,No,No,Yes,No,No
Contra Costa,06013304007,1,No,No,Yes,No,No,No,No,No
Contra Costa,06013305000,6,Yes,Yes,Yes,Yes,No,Yes,Yes,No
Contra Costa,06013306002,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013306003,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013306004,3,Yes,Yes,No,No,No,Yes,No,No
Contra Costa,06013307101,2,Yes,No,No,No,No,Yes,No,No
Contra Costa,06013307102,5,Yes,Yes,Yes,No,No,Yes,Yes,No
Contra Costa,06013307201,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013307202,6,Yes,Yes,Yes,Yes,No,Yes,Yes,No
Contra Costa,06013307204,3,Yes,No,Yes,No,No,Yes,No,No
Contra Costa,06013307205,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013308001,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013308002,3,No,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013309000,3,No,Yes,No,Yes,No,Yes,No,No
Contra Costa,06013310000,4,Yes,Yes,No,Yes,No,Yes,No,No
Contra Costa,06013311000,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013312000,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013313102,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013313104,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013313105,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013313106,2,No,Yes,No,Yes,No,No,No,No
Contra Costa,06013313107,3,Yes,Yes,No,Yes,No,No,No,No
Contra Costa,06013313203,3,No,Yes,Yes,Yes,No,No,No,No
Contra Costa,06013313204,3,Yes,Yes,No,Yes,No,No,No,No
Contra Costa,06013313205,4,No,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013313206,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013314102,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013314103,3,No,Yes,No,Yes,No,Yes,No,No
Contra Costa,06013314105,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013314106,5,Yes,Yes,Yes,Yes,No,Yes,No,No
Contra Costa,06013314200,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013315000,4,No,Yes,Yes,No,Yes,Yes,No,No
Contra Costa,06013316000,3,Yes,Yes,No,No,No,Yes,No,No
Contra Costa,06013317000,3,Yes,Yes,No,No,No,Yes,No,No
Contra Costa,06013318000,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013319001,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013319002,3,Yes,Yes,No,No,No,Yes,No,No
Contra Costa,06013320001,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013320003,3,No,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013320004,5,Yes,Yes,Yes,No,Yes,Yes,No,No
Contra Costa,06013321101,4,Yes,Yes,Yes,No,No,Yes,No,No
Contra Costa,06013321102,2,Yes,No,No,No,No,Yes,No,No
Contra Costa,06013321103,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013321200,4,Yes,Yes,Yes,No,Yes,No,No,No
Contra Costa,06013322000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013323000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013324002,2,Yes,No,Yes,No,No,No,No,No
Contra Costa,06013324003,2,No,No,Yes,No,No,No,No,Yes
Contra Costa,06013324004,2,Yes,No,Yes,No,No,No,No,No
Contra Costa,06013325000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013326000,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013327001,4,Yes,Yes,Yes,No,Yes,No,No,No
Contra Costa,06013327002,4,Yes,Yes,Yes,No,Yes,No,No,No
Contra Costa,06013328000,2,Yes,No,Yes,No,No,No,No,No
Contra Costa,06013329000,4,Yes,Yes,Yes,No,Yes,No,No,No
Contra Costa,06013330000,2,Yes,Yes,No,No,No,No,No,No
Contra Costa,06013331000,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013332000,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013333101,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013333102,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013333200,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013334001,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013334006,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013334007,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013334008,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013334200,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013335000,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013336101,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013336103,2,Yes,No,Yes,No,No,No,No,No
Contra Costa,06013336104,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013336201,2,Yes,No,Yes,No,No,No,No,No
Contra Costa,06013336202,2,Yes,No,Yes,No,No,No,No,No
Contra Costa,06013337100,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013337201,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013337202,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013337300,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013338101,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013338102,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013338201,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013338203,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013338204,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013338301,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013338302,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013339001,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013339003,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013339004,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013340001,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013340003,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013340004,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013341000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013343001,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013343002,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013343003,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013345101,4,Yes,Yes,Yes,No,No,No,No,Yes
Contra Costa,06013345102,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013345103,3,Yes,Yes,No,No,No,No,No,Yes
Contra Costa,06013345105,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013345111,2,No,No,Yes,No,No,No,No,Yes
Contra Costa,06013345112,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013345113,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013345114,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013345115,2,No,No,Yes,No,No,No,No,Yes
Contra Costa,06013345116,2,No,No,Yes,No,No,No,No,Yes
Contra Costa,06013345117,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013345118,2,No,No,Yes,No,No,No,No,Yes
Contra Costa,06013345203,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013345204,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013345205,2,No,No,Yes,No,No,No,No,Yes
Contra Costa,06013345206,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013346101,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013346102,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013346203,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013346204,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013346205,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013346206,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013347000,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013348000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013349000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013350000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013351101,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013351103,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013351104,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013351105,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013351200,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013352101,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013352102,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013352201,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013352202,3,Yes,No,No,Yes,No,No,No,Yes
Contra Costa,06013353001,4,Yes,No,Yes,Yes,No,No,No,Yes
Contra Costa,06013353002,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013354001,4,Yes,No,Yes,Yes,No,No,No,Yes
Contra Costa,06013354002,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013355107,0,No,No,No,No,No,No,No,No
Contra Costa,06013355109,0,No,No,No,No,No,No,No,No
Contra Costa,06013355110,0,No,No,No,No,No,No,No,No
Contra Costa,06013355111,0,No,No,No,No,No,No,No,No
Contra Costa,06013355112,2,No,No,No,No,No,No,Yes,Yes
Contra Costa,06013355113,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013355115,0,No,No,No,No,No,No,No,No
Contra Costa,06013355118,0,No,No,No,No,No,No,No,No
Contra Costa,06013355119,0,No,No,No,No,No,No,No,No
Contra Costa,06013355120,0,No,No,No,No,No,No,No,No
Contra Costa,06013355121,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013355122,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013355123,2,No,Yes,No,No,No,No,No,Yes
Contra Costa,06013355124,0,No,No,No,No,No,No,No,No
Contra Costa,06013355125,0,No,No,No,No,No,No,No,No
Contra Costa,06013355126,1,No,No,No,No,No,No,No,Yes
Contra Costa,06013355201,3,No,Yes,Yes,Yes,No,No,No,No
Contra Costa,06013355202,3,No,Yes,Yes,Yes,No,No,No,No
Contra Costa,06013355302,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013355306,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013355307,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013355308,0,No,No,No,No,No,No,No,No
Contra Costa,06013355309,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013355310,1,Yes,No,No,No,No,No,No,No
Contra Costa,06013356001,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Contra Costa,06013356002,4,No,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013357000,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Contra Costa,06013358000,6,Yes,Yes,Yes,Yes,No,Yes,No,Yes
Contra Costa,06013359102,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013359103,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013359104,3,No,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013359105,3,No,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013359202,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013359203,4,No,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013359204,3,No,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013360101,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013360102,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013360200,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013361000,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013362000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013363000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013364002,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013365002,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013365003,4,No,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013366001,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013366002,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013367100,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013367200,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013368001,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013368002,3,Yes,No,No,No,No,Yes,No,Yes
Contra Costa,06013369001,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013369002,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013370000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013371000,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013372000,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013373000,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013374000,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013375000,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013376000,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013377000,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013378000,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013379000,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013380001,4,No,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013380002,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013381000,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013382000,5,Yes,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013383000,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013384000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013385100,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013385200,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013386000,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013387000,3,Yes,No,Yes,No,No,No,No,Yes
Contra Costa,06013388000,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013389100,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013389200,4,Yes,No,Yes,No,No,Yes,No,Yes
Contra Costa,06013390100,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013390200,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013391000,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013392000,2,Yes,No,No,No,No,No,No,Yes
Contra Costa,06013392201,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013392202,4,Yes,Yes,No,No,No,Yes,No,Yes
Contra Costa,06013392300,4,No,Yes,Yes,No,No,Yes,No,Yes
Contra Costa,06013980000,3,No,Yes,No,No,No,Yes,No,Yes
Del Norte,06015000101,3,Yes,Yes,Yes,No,No,No,No,No
Del Norte,06015000102,3,Yes,Yes,Yes,No,No,No,No,No
Del Norte,06015000104,3,Yes,Yes,Yes,No,No,No,No,No
Del Norte,06015000106,4,Yes,Yes,Yes,No,Yes,No,No,No
Del Norte,06015000107,4,Yes,Yes,Yes,No,Yes,No,No,No
Del Norte,06015000201,3,Yes,Yes,Yes,No,No,No,No,No
Del Norte,06015000202,3,Yes,Yes,Yes,No,No,No,No,No
Del Norte,06015000203,3,Yes,Yes,Yes,No,No,No,No,No
El Dorado,06017030201,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030202,1,Yes,No,No,No,No,No,No,No
El Dorado,06017030301,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030302,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030402,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017030403,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030404,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030502,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017030504,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017030506,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030507,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017030601,2,No,No,Yes,No,No,Yes,No,No
El Dorado,06017030603,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030604,2,Yes,No,No,No,Yes,No,No,No
El Dorado,06017030605,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030606,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017030701,0,No,No,No,No,No,No,No,No
El Dorado,06017030706,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030709,0,No,No,No,No,No,No,No,No
El Dorado,06017030710,0,No,No,No,No,No,No,No,No
El Dorado,06017030711,1,No,No,Yes,No,No,No,No,No
El Dorado,06017030712,0,No,No,No,No,No,No,No,No
El Dorado,06017030801,0,No,No,No,No,No,No,No,No
El Dorado,06017030804,3,Yes,Yes,Yes,No,No,No,No,No
El Dorado,06017030807,1,No,No,Yes,No,No,No,No,No
El Dorado,06017030808,1,No,No,No,No,Yes,No,No,No
El Dorado,06017030809,4,Yes,Yes,Yes,No,Yes,No,No,No
El Dorado,06017030810,2,No,Yes,No,No,Yes,No,No,No
El Dorado,06017030811,1,No,No,No,No,Yes,No,No,No
El Dorado,06017030812,3,No,Yes,Yes,No,Yes,No,No,No
El Dorado,06017030901,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017030902,3,Yes,Yes,Yes,No,No,No,No,No
El Dorado,06017031000,3,Yes,No,Yes,No,No,No,Yes,No
El Dorado,06017031100,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017031200,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017031301,3,Yes,No,Yes,No,Yes,No,No,No
El Dorado,06017031302,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017031404,1,Yes,No,No,No,No,No,No,No
El Dorado,06017031405,2,Yes,No,Yes,No,No,No,No,No
El Dorado,06017031406,2,Yes,No,Yes,No,No,No,No,No
